"","gene","accession_idsorted","SRTM_elevation","annotation","symbol"
"21530","AT5G41710",8357,-0.23,"hypothetical protein(AT5G41710)","AT5G41710"
"21618","AT5G42600",9601,-0.23,"marneral synthase(MRN1)","MRN1"
"21681","AT5G43190",9586,-0.23,"Galactose oxidase/kelch repeat superfamily protein(AT5G43190)","AT5G43190"
"21727","AT5G43725",9855,-0.23,"ncRNA(AT5G43725)","AT5G43725"
"21869","AT5G45070",6970,-0.23,"phloem protein 2-A8(PP2-A8)","PP2-A8"
"21917","AT5G45530",9568,-0.23,"transmembrane protein, putative (DUF594)(AT5G45530)","AT5G45530"
"21984","AT5G46210",9567,-0.23,"cullin4(CUL4)","CUL4"
"22167","AT5G48120",9845,-0.23,"ARM repeat superfamily protein(MET18)","MET18"
"22212","AT5G48590",9522,-0.23,"phosphoserine aminotransferase, putative (DUF760)(AT5G48590)","AT5G48590"
"22216","AT5G48630",9533,-0.23,"Cyclin family protein(AT5G48630)","AT5G48630"
"22509","AT5G51990",9855,-0.23,"C-repeat-binding factor 4(CBF4)","CBF4"
"22520","AT5G52120",9526,-0.23,"phloem protein 2-A14(PP2-A14)","PP2-A14"
"22694","AT5G54070",9550,-0.23,"heat shock transcription factor A9(HSFA9)","HSFA9"
"22917","AT5G56520",9871,-0.23,"hypothetical protein(AT5G56520)","AT5G56520"
"22961","AT5G57010",9526,-0.23,"calmodulin-binding family protein(AT5G57010)","AT5G57010"
"23040","AT5G57785",9587,-0.23,"hypothetical protein(AT5G57785)","AT5G57785"
"23143","AT5G58760",9588,-0.23,"damaged DNA binding 2(DDB2)","DDB2"
"23224","AT5G59620",9880,-0.23,"hypothetical protein(AT5G59620)","AT5G59620"
"23290","AT5G60320",9871,-0.23,"Concanavalin A-like lectin protein kinase family protein(AT5G60320)","AT5G60320"
"23292","AT5G60340",9905,-0.23,"P-loop containing nucleoside triphosphate hydrolases superfamily protein(AAK6)","AAK6"
"23816","AT5G65890",9560,-0.23,"ACT domain repeat 1(ACR1)","ACR1"
"23880","AT5G66520",9543,-0.23,"Tetratricopeptide repeat (TPR)-like superfamily protein(AT5G66520)","AT5G66520"
"23979","AT5G67440",9526,-0.23,"Phototropic-responsive NPH3 family protein(NPY3)","NPY3"
"24045","ATCG00450",9522,-0.23,"TRNV.1","TRNV.1"
"24119","ATMG00580",9547,-0.23,"NAD4","NAD4"
"19","AT1G01180",9593,-0.24,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT1G01180)","AT1G01180"
"254","AT1G03580",9586,-0.24,"miscRNA(AT1G03580)","AT1G03580"
"257","AT1G03610",9593,-0.24,"plant/protein (DUF789)(AT1G03610)","AT1G03610"
"281","AT1G03880",9547,-0.24,"cruciferin 2(CRU2)","CRU2"
"282","AT1G03890",9550,-0.24,"RmlC-like cupins superfamily protein(AT1G03890)","AT1G03890"
"450","AT1G05575",9543,-0.24,"transmembrane protein(AT1G05575)","AT1G05575"
"485","AT1G05894",9547,-0.24,"hypothetical protein(AT1G05894)","AT1G05894"
"502","AT1G06090",9845,-0.24,"Fatty acid desaturase family protein(AT1G06090)","AT1G06090"
"780","AT1G08930",9905,-0.24,"Major facilitator superfamily protein(ERD6)","ERD6"
"977","AT1G10880",9844,-0.24,"core-2/I-branching beta-1,6-n-acetylglucosaminyltransferase family protein(AT1G10880)","AT1G10880"
"987","AT1G10980",8357,-0.24,"Lung seven transmembrane receptor family protein(AT1G10980)","AT1G10980"
"1061","AT1G11735",9533,-0.24,"ncRNA(MIR171b)","MIR171b"
"1385","AT1G14940",9844,-0.24,"Polyketide cyclase/dehydrase and lipid transport superfamily protein(AT1G14940)","AT1G14940"
"1386","AT1G14950",9845,-0.24,"Polyketide cyclase/dehydrase and lipid transport superfamily protein(AT1G14950)","AT1G14950"
"1533","AT1G16440",9522,-0.24,"root hair specific 3(RSH3)","RSH3"
"1852","AT1G19770",9586,-0.24,"purine permease 14(PUP14)","PUP14"
"1885","AT1G20120",9584,-0.24,"GDSL-like Lipase/Acylhydrolase superfamily protein(AT1G20120)","AT1G20120"
"1918","AT1G20530",9568,-0.24,"girdin (DUF630 and DUF632)(AT1G20530)","AT1G20530"
"2229","AT1G24130",9598,-0.24,"Transducin/WD40 repeat-like superfamily protein(AT1G24130)","AT1G24130"
"2696","AT1G30290",9560,-0.24,"Tetratricopeptide repeat (TPR)-like superfamily protein(AT1G30290)","AT1G30290"
"3075","AT1G35240",9587,-0.24,"auxin response factor 20(ARF20)","ARF20"
"3093","AT1G35460",8357,-0.24,"basic helix-loop-helix (bHLH) DNA-binding superfamily protein(FBH1)","FBH1"
"3211","AT1G43640",9587,-0.24,"tubby like protein 5(TLP5)","TLP5"
"3238","AT1G44030",9550,-0.24,"Cysteine/Histidine-rich C1 domain family protein(AT1G44030)","AT1G44030"
"3297","AT1G45234",9518,-0.24,"tRNA(AT1G45234)","AT1G45234"
"3421","AT1G48360",9832,-0.24,"zinc ion binding/nucleic acid binding/hydrolase(AT1G48360)","AT1G48360"
"3603","AT1G50440",9518,-0.24,"RING/FYVE/PHD zinc finger superfamily protein(AT1G50440)","AT1G50440"
"3617","AT1G50600",9586,-0.24,"scarecrow-like 5(SCL5)","SCL5"
"4009","AT1G55010",8357,-0.24,"plant defensin 1.5(PDF1.5)","PDF1.5"
"4195","AT1G57790",9587,-0.24,"F-box family protein(AT1G57790)","AT1G57790"
"4412","AT1G61410",9874,-0.24,"DNA double-strand break repair and VJ recombination XRCC4(AT1G61410)","AT1G61410"
"4537","AT1G62770",9593,-0.24,"Plant invertase/pectin methylesterase inhibitor superfamily protein(AT1G62770)","AT1G62770"
"5032","AT1G67880",9526,-0.24,"beta-1,4-N-acetylglucosaminyltransferase family protein(AT1G67880)","AT1G67880"
"5222","AT1G69800",9844,-0.24,"Cystathionine beta-synthase (CBS) protein(AT1G69800)","AT1G69800"
"5286","AT1G70510",9601,-0.24,"homeobox knotted-like protein(KNAT2)","KNAT2"
"5460","AT1G72430",9844,-0.24,"SAUR-like auxin-responsive protein family(AT1G72430)","AT1G72430"
"5561","AT1G73445",9832,-0.24,"hypothetical protein(AT1G73445)","AT1G73445"
"5592","AT1G73750",9601,-0.24,"alpha/beta hydrolase family protein(AT1G73750)","AT1G73750"
"5614","AT1G73960",9547,-0.24,"TBP-associated factor 2(TAF2)","TAF2"
"5759","AT1G75370",9588,-0.24,"Sec14p-like phosphatidylinositol transfer family protein(AT1G75370)","AT1G75370"
"5817","AT1G76070",9543,-0.24,"hypothetical protein(AT1G76070)","AT1G76070"
"5874","AT1G76640",9880,-0.24,"Calcium-binding EF-hand family protein(AT1G76640)","AT1G76640"
"6034","AT1G78320",9601,-0.24,"glutathione S-transferase TAU 23(GSTU23)","GSTU23"
"6337","AT2G01422",9588,-0.24,"ncRNA(AT2G01422)","AT2G01422"
"6374","AT2G01818",9601,-0.24,"PLATZ transcription factor family protein(AT2G01818)","AT2G01818"
"6388","AT2G01930",8357,-0.24,"basic pentacysteine1(BPC1)","BPC1"
"6571","AT2G04270",9568,-0.24,"RNAse E/G-like protein(RNEE/G)","RNEE/G"
"7161","AT2G17680",9846,-0.24,"DUF241 domain protein, putative (DUF241)(AT2G17680)","AT2G17680"
"7189","AT2G17950",9601,-0.24,"Homeodomain-like superfamily protein(WUS)","WUS"
"7353","AT2G19810",9584,-0.24,"CCCH-type zinc finger family protein(OZF1)","OZF1"
"7369","AT2G19990",9880,-0.24,"pathogenesis-related protein-1-like protein(PR-1-LIKE)","PR-1-LIKE"
"7441","AT2G20723",8357,-0.24,"ncRNA(AT2G20723)","AT2G20723"
"7509","AT2G21370",8357,-0.24,"xylulose kinase-1(XK-1)","XK-1"
"7554","AT2G21910",9560,-0.24,"cytochrome P450, family 96, subfamily A, polypeptide 5(CYP96A5)","CYP96A5"
"7831","AT2G25100",9588,-0.24,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein(AT2G25100)","AT2G25100"
"7833","AT2G25130",9598,-0.24,"ARM repeat superfamily protein(AT2G25130)","AT2G25130"
"7867","AT2G25500",9598,-0.24,"Inosine triphosphate pyrophosphatase family protein(AT2G25500)","AT2G25500"
"7954","AT2G26390",9531,-0.24,"Serine protease inhibitor (SERPIN) family protein(AT2G26390)","AT2G26390"
"8525","AT2G32660",9944,-0.24,"receptor like protein 22(RLP22)","RLP22"
"8571","AT2G33130",9557,-0.24,"ralf-like 18(RALFL18)","RALFL18"
"8649","AT2G34000",9825,-0.24,"RING/U-box superfamily protein(AT2G34000)","AT2G34000"
"8770","AT2G35290",9547,-0.24,"hypothetical protein(AT2G35290)","AT2G35290"
"8798","AT2G35590",9522,-0.24,"miscRNA(AT2G35590)","AT2G35590"
"9063","AT2G38210",9880,-0.24,"putative PDX1-like protein 4(PDX1L4)","PDX1L4"
"9298","AT2G40540",9855,-0.24,"potassium transporter 2(KT2)","KT2"
"9470","AT2G42290",9880,-0.24,"Leucine-rich repeat protein kinase family protein(AT2G42290)","AT2G42290"
"9499","AT2G42590",9845,-0.24,"general regulatory factor 9(GRF9)","GRF9"
"9570","AT2G43320",9871,-0.24,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT2G43320)","AT2G43320"
"9623","AT2G43840",9568,-0.24,"UDP-glycosyltransferase 74 F1(UGT74F1)","UGT74F1"
"9650","AT2G44080",9533,-0.24,"ARGOS-like protein(ARL)","ARL"
"9669","AT2G44270",9845,-0.24,"repressor of lrx1(ROL5)","ROL5"
"9829","AT2G45890",9586,-0.24,"RHO guanyl-nucleotide exchange factor 4(ROPGEF4)","ROPGEF4"
"9923","AT2G46790",9543,-0.24,"pseudo-response regulator 9(PRR9)","PRR9"
"9994","AT2G47560",9557,-0.24,"RING/U-box superfamily protein(AT2G47560)","AT2G47560"
"10086","AT3G01345",8357,-0.24,"Expressed protein(AT3G01345)","AT3G01345"
"10240","AT3G02840",9593,-0.24,"ARM repeat superfamily protein(AT3G02840)","AT3G02840"
"10392","AT3G04440",8357,-0.24,"Plasma-membrane choline transporter family protein(AT3G04440)","AT3G04440"
"10467","AT3G05160",9543,-0.24,"Major facilitator superfamily protein(AT3G05160)","AT3G05160"
"10478","AT3G05260",9593,-0.24,"NAD(P)-binding Rossmann-fold superfamily protein(AT3G05260)","AT3G05260"
"10567","AT3G06070",9531,-0.24,"hypothetical protein(AT3G06070)","AT3G06070"
"10627","AT3G06640",9905,-0.24,"PAS domain-containing protein tyrosine kinase family protein(AT3G06640)","AT3G06640"
"10922","AT3G10020",9819,-0.24,"plant/protein(AT3G10020)","AT3G10020"
"11126","AT3G12090",9819,-0.24,"tetraspanin6(TET6)","TET6"
"11487","AT3G15370",9547,-0.24,"expansin 12(EXPA12)","EXPA12"
"11585","AT3G16350",9526,-0.24,"Homeodomain-like superfamily protein(AT3G16350)","AT3G16350"
"11639","AT3G16900",9844,-0.24,"LURP-one-like protein (DUF567)(AT3G16900)","AT3G16900"
"11641","AT3G16920",9846,-0.24,"chitinase-like protein(CTL2)","CTL2"
"11839","AT3G19040",9601,-0.24,"histone acetyltransferase of the TAFII250 family 2(HAF2)","HAF2"
"11853","AT3G19220",8357,-0.24,"protein disulfide isomerase(SCO2)","SCO2"
"11901","AT3G19720",9584,-0.24,"P-loop containing nucleoside triphosphate hydrolases superfamily protein(ARC5)","ARC5"
"11979","AT3G20520",9844,-0.24,"SHV3-like 3(SVL3)","SVL3"
"12400","AT3G25240",9524,-0.24,"sulfate/thiosulfate import ATP-binding protein, putative (DUF506)(AT3G25240)","AT3G25240"
"12421","AT3G25585",9844,-0.24,"aminoalcoholphosphotransferase(AAPT2)","AAPT2"
"12430","AT3G25670",6970,-0.24,"Leucine-rich repeat (LRR) family protein(AT3G25670)","AT3G25670"
"12507","AT3G26420",9547,-0.24,"RNA-binding (RRM/RBD/RNP motifs) family protein with retrovirus zinc finger-like domain-containing protein(ATRZ-1A)","ATRZ-1A"
"12515","AT3G26490",9587,-0.24,"Phototropic-responsive NPH3 family protein(AT3G26490)","AT3G26490"
"12517","AT3G26510",9593,-0.24,"Octicosapeptide/Phox/Bem1p family protein(AT3G26510)","AT3G26510"
"12631","AT3G27560",9905,-0.24,"Protein kinase superfamily protein(ATN1)","ATN1"
"12837","AT3G30210",6970,-0.24,"myb domain protein 121(MYB121)","MYB121"
"13005","AT3G43920",9944,-0.24,"dicer-like 3(DCL3)","DCL3"
"13105","AT3G45070",9880,-0.24,"P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT3G45070)","AT3G45070"
"13153","AT3G45820",9557,-0.24,"hypothetical protein(AT3G45820)","AT3G45820"
"13266","AT3G47180",9819,-0.24,"RING/U-box superfamily protein(AT3G47180)","AT3G47180"
"13276","AT3G47342",9905,-0.24,"ncRNA(AT3G47342)","AT3G47342"
"13306","AT3G47640",9855,-0.24,"basic helix-loop-helix (bHLH) DNA-binding superfamily protein(PYE)","PYE"
"13513","AT3G49700",9880,-0.24,"1-aminocyclopropane-1-carboxylate synthase 9(ACS9)","ACS9"
"13522","AT3G49790",9531,-0.24,"Carbohydrate-binding protein(AT3G49790)","AT3G49790"
"13837","AT3G53130",9584,-0.24,"Cytochrome P450 superfamily protein(LUT1)","LUT1"
"14077","AT3G55610",9587,-0.24,"delta 1-pyrroline-5-carboxylate synthase 2(P5CS2)","P5CS2"
"14158","AT3G56460",9874,-0.24,"GroES-like zinc-binding alcohol dehydrogenase family protein(AT3G56460)","AT3G56460"
"14187","AT3G56790",9844,-0.24,"RNA splicing factor-like protein(AT3G56790)","AT3G56790"
"14223","AT3G57120",9846,-0.24,"Protein kinase superfamily protein(AT3G57120)","AT3G57120"
"14862","AT4G00480",9819,-0.24,"basic helix-loop-helix (bHLH) DNA-binding superfamily protein(ATMYC1)","ATMYC1"
"14979","AT4G01550",9522,-0.24,"NAC domain containing protein 69(NAC069)","NAC069"
"15124","AT4G02880",9567,-0.24,"ELKS/Rab6-interacting/CAST family protein(AT4G02880)","AT4G02880"
"15204","AT4G03930",9844,-0.24,"Plant invertase/pectin methylesterase inhibitor superfamily(AT4G03930)","AT4G03930"
"15300","AT4G05010",9593,-0.24,"F-box family protein(FBS3)","FBS3"
"15339","AT4G05500",9844,-0.24,"miscRNA(AT4G05500)","AT4G05500"
"15373","AT4G07820",9844,-0.24,"CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein(AT4G07820)","AT4G07820"
"15425","AT4G08500",9547,-0.24,"MAPK/ERK kinase kinase 1(MEKK1)","MEKK1"
"15433","AT4G08593",9587,-0.24,"hypothetical protein(AT4G08593)","AT4G08593"
"15666","AT4G11500",9567,-0.24,"miscRNA(AT4G11500)","AT4G11500"
"15691","AT4G11810",9524,-0.24,"Major Facilitator Superfamily with SPX (SYG1/Pho81/XPR1) domain-containing protein(AT4G11810)","AT4G11810"
"15901","AT4G14020",9550,-0.24,"Rapid alkalinization factor (RALF) family protein(AT4G14020)","AT4G14020"
"16030","AT4G15110",9522,-0.24,"cytochrome P450, family 97, subfamily B, polypeptide 3(CYP97B3)","CYP97B3"
"16367","AT4G18280",6970,-0.24,"glycine-rich cell wall protein-like protein(AT4G18280)","AT4G18280"
"16702","AT4G22010",9874,-0.24,"SKU5 similar 4(sks4)","sks4"
"16716","AT4G22160",9550,-0.24,"hypothetical protein(AT4G22160)","AT4G22160"
"16865","AT4G23720",9825,-0.24,"transmembrane protein, putative (DUF1191)(AT4G23720)","AT4G23720"
"16896","AT4G24020",9598,-0.24,"NIN like protein 7(NLP7)","NLP7"
"16898","AT4G24040",9819,-0.24,"trehalase 1(TRE1)","TRE1"
"16909","AT4G24160",9944,-0.24,"alpha/beta-Hydrolases superfamily protein(AT4G24160)","AT4G24160"
"17203","AT4G27160",9601,-0.24,"seed storage albumin 3(SESA3)","SESA3"
"17270","AT4G27820",9598,-0.24,"beta glucosidase 9(BGLU9)","BGLU9"
"17296","AT4G28080",9560,-0.24,"Tetratricopeptide repeat (TPR)-like superfamily protein(AT4G28080)","AT4G28080"
"17322","AT4G28350",9524,-0.24,"Concanavalin A-like lectin protein kinase family protein(AT4G28350)","AT4G28350"
"17464","AT4G29900",9550,-0.24,"autoinhibited Ca(2+)-ATPase 10(ACA10)","ACA10"
"17517","AT4G30490",9871,-0.24,"AFG1-like ATPase family protein(AT4G30490)","AT4G30490"
"17645","AT4G31780",9601,-0.24,"monogalactosyl diacylglycerol synthase 1(MGD1)","MGD1"
"17742","AT4G32700",9586,-0.24,"MUS308 and mammalian DNA polymerase-like protein(AT4G32700)","AT4G32700"
"17797","AT4G33260",9524,-0.24,"Transducin family protein / WD-40 repeat family protein(CDC20.2)","CDC20.2"
"17826","AT4G33550",9944,-0.24,"Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT4G33550)","AT4G33550"
"17861","AT4G33925",6970,-0.24,"zinc finger SWIM domain protein(SSN2)","SSN2"
"17897","AT4G34260",9518,-0.24,"1,2-alpha-L-fucosidase(FUC95A)","FUC95A"
"17960","AT4G34930",9880,-0.24,"PLC-like phosphodiesterases superfamily protein(AT4G34930)","AT4G34930"
"18003","AT4G35390",9531,-0.24,"AT-hook protein of GA feedback 1(AGF1)","AGF1"
"18036","AT4G35770",9526,-0.24,"Rhodanese/Cell cycle control phosphatase superfamily protein(SEN1)","SEN1"
"18446","AT4G39900",9533,-0.24,"adenine deaminase(AT4G39900)","AT4G39900"
"18533","AT5G01580",9845,-0.24,"gamma interferon responsive lysosomal thiol (GILT) reductase family protein(OSH1)","OSH1"
"18592","AT5G02180",9587,-0.24,"Transmembrane amino acid transporter family protein(AT5G02180)","AT5G02180"
"18738","AT5G03620",9846,-0.24,"Subtilisin-like serine endopeptidase family protein(AT5G03620)","AT5G03620"
"18754","AT5G03795",9547,-0.24,"Exostosin family protein(AT5G03795)","AT5G03795"
"18854","AT5G04870",9533,-0.24,"calcium dependent protein kinase 1(CPK1)","CPK1"
"18855","AT5G04880",9543,-0.24,"miscRNA(AT5G04880)","AT5G04880"
"18938","AT5G05750",9825,-0.24,"DNAJ heat shock N-terminal domain-containing protein(AT5G05750)","AT5G05750"
"19070","AT5G07100",9593,-0.24,"WRKY DNA-binding protein 26(WRKY26)","WRKY26"
"19170","AT5G08200",9587,-0.24,"peptidoglycan-binding LysM domain-containing protein(AT5G08200)","AT5G08200"
"19200","AT5G08470",9567,-0.24,"peroxisome 1(PEX1)","PEX1"
"19276","AT5G09670",9601,-0.24,"loricrin-like protein(AT5G09670)","AT5G09670"
"19279","AT5G09700",9832,-0.24,"Glycosyl hydrolase family protein(AT5G09700)","AT5G09700"
"19291","AT5G09820",9518,-0.24,"Plastid-lipid associated protein PAP / fibrillin family protein(AT5G09820)","AT5G09820"
"19310","AT5G09990",9601,-0.24,"elicitor peptide 5 precursor(PROPEP5)","PROPEP5"
"19539","AT5G12300",9560,-0.24,"Calcium-dependent lipid-binding (CaLB domain) family protein(AT5G12300)","AT5G12300"
"19598","AT5G13270",9522,-0.24,"Pentatricopeptide repeat (PPR) superfamily protein(RARE1)","RARE1"
"20320","AT5G20840",9560,-0.24,"Phosphoinositide phosphatase family protein(AT5G20840)","AT5G20840"
"20339","AT5G21020",9905,-0.24,"transmembrane protein(AT5G21020)","AT5G21020"
"20364","AT5G21930",9825,-0.24,"P-type ATPase of Arabidopsis 2(PAA2)","PAA2"
"20671","AT5G25220",9832,-0.24,"homeobox protein knotted-1-like 3(KNAT3)","KNAT3"
"20735","AT5G26030",9601,-0.24,"ferrochelatase 1(FC1)","FC1"
"20769","AT5G26642",9601,-0.24,"hypothetical protein(AT5G26642)","AT5G26642"
"20847","AT5G27560",9880,-0.24,"DUF1995 domain protein, putative (DUF1995)(AT5G27560)","AT5G27560"
"20936","AT5G28530",9593,-0.24,"FAR1-related sequence 10(FRS10)","FRS10"
"21213","AT5G37980",9832,-0.24,"Zinc-binding dehydrogenase family protein(AT5G37980)","AT5G37980"
"21281","AT5G38770",9832,-0.24,"glutamine dumper 7(GDU7)","GDU7"
"21510","AT5G41470",9584,-0.24,"Nuclear transport factor 2 (NTF2) family protein(AT5G41470)","AT5G41470"
"21988","AT5G46250",9587,-0.24,"RNA-binding protein(LARP6a)","LARP6a"
"22006","AT5G46450",8357,-0.24,"Disease resistance protein (TIR-NBS-LRR class) family(AT5G46450)","AT5G46450"
"22066","AT5G47110",9846,-0.24,"Chlorophyll A-B binding family protein(LIL3:2)","LIL3:2"
"22159","AT5G48030",9588,-0.24,"gametophytic factor 2(GFA2)","GFA2"
"22172","AT5G48175",9880,-0.24,"transmembrane protein(AT5G48175)","AT5G48175"
"22226","AT5G48730",9587,-0.24,"Pentatricopeptide repeat (PPR) superfamily protein(AT5G48730)","AT5G48730"
"22292","AT5G49430",9584,-0.24,"WD40/YVTN repeat and Bromo-WDR9-I-like domain-containing protein(AT5G49430)","AT5G49430"
"22370","AT5G50290",9844,-0.24,"wall-associated receptor kinase galacturonan-binding protein(AT5G50290)","AT5G50290"
"22440","AT5G51230",9846,-0.24,"VEFS-Box of polycomb protein(EMF2)","EMF2"
"22559","AT5G52600",9550,-0.24,"myb domain protein 82(MYB82)","MYB82"
"22729","AT5G54510",9557,-0.24,"Auxin-responsive GH3 family protein(DFL1)","DFL1"
"22872","AT5G55970",9588,-0.24,"RING/U-box superfamily protein(AT5G55970)","AT5G55970"
"22957","AT5G56970",8357,-0.24,"cytokinin oxidase 3(CKX3)","CKX3"
"22980","AT5G57160",9832,-0.24,"DNA ligase IV(ATLIG4)","ATLIG4"
"23075","AT5G58090",9588,-0.24,"O-Glycosyl hydrolases family 17 protein(AT5G58090)","AT5G58090"
"23076","AT5G58100",9593,-0.24,"transmembrane protein(AT5G58100)","AT5G58100"
"23145","AT5G58780",9598,-0.24,"Undecaprenyl pyrophosphate synthetase family protein(cPT5)","cPT5"
"23330","AT5G60780",9518,-0.24,"nitrate transporter 2.3(NRT2.3)","NRT2.3"
"23386","AT5G61410",9832,-0.24,"D-ribulose-5-phosphate-3-epimerase(RPE)","RPE"
"23610","AT5G63900",9550,-0.24,"Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger domain-containing protein(AT5G63900)","AT5G63900"
"23660","AT5G64395",9845,-0.24,"hypothetical protein(AT5G64395)","AT5G64395"
"23875","AT5G66470",9522,-0.24,"GTP-binding protein Era-like protein(AT5G66470)","AT5G66470"
"24047","ATCG00470",9526,-0.24,"ATPE","ATPE"
"24061","ATCG00610",9593,-0.24,"TRNW","TRNW"
"137","AT1G02400",8357,-0.25,"gibberellin 2-oxidase 6(GA2OX6)","GA2OX6"
"141","AT1G02430",9526,-0.25,"ADP-ribosylation factor D1B(ARFD1B)","ARFD1B"
"157","AT1G02620",9601,-0.25,"Ras-related small GTP-binding family protein(AT1G02620)","AT1G02620"
"329","AT1G04360",9825,-0.25,"RING/U-box superfamily protein(AT1G04360)","AT1G04360"
"461","AT1G05675",9593,-0.25,"UDP-Glycosyltransferase superfamily protein(AT1G05675)","AT1G05675"
"576","AT1G06840",9905,-0.25,"Leucine-rich repeat protein kinase family protein(AT1G06840)","AT1G06840"
"601","AT1G07120",9825,-0.25,"CHUP1-like protein(AT1G07120)","AT1G07120"
"1207","AT1G13210",9587,-0.25,"autoinhibited Ca2+/ATPase II(ACA.l)","ACA.l"
"1243","AT1G13580",9593,-0.25,"LAG1 longevity assurance-like protein(LAG13)","LAG13"
"1384","AT1G14930",9832,-0.25,"Polyketide cyclase/dehydrase and lipid transport superfamily protein(AT1G14930)","AT1G14930"
